127.0.0.1 - - [20/Oct/2025:17:50:45 +0900] "GET / HTTP/1.1" 404 808
0:0:0:0:0:0:0:1 - - [20/Oct/2025:18:38:43 +0900] "GET /server_test/ghed_201945061/src/main/webapp/Select.jsp HTTP/1.1" 200 700
0:0:0:0:0:0:0:1 - - [20/Oct/2025:18:38:45 +0900] "GET /server_test/ghed_201945061/src/main/webapp/Detail.jsp?_id=R003&_name=%EC%8A%A4%EC%9C%84%ED%8A%B8%EB%A3%B8&_price=300000 HTTP/1.1" 200 385
0:0:0:0:0:0:0:1 - - [20/Oct/2025:18:38:45 +0900] "GET /server_test/ghed_201945061/src/main/webapp/Update.jsp?_id=R003&_name=%EC%8A%A4%EC%9C%84%ED%8A%B8%EB%A3%B8&_price=300000 HTTP/1.1" 200 437
0:0:0:0:0:0:0:1 - - [20/Oct/2025:18:43:26 +0900] "GET /server_test/project_real/Select.jsp HTTP/1.1" 200 700
0:0:0:0:0:0:0:1 - - [20/Oct/2025:18:43:26 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Oct/2025:18:43:27 +0900] "GET /server_test/project_real/Detail.jsp?_id=R003&_name=%EC%8A%A4%EC%9C%84%ED%8A%B8%EB%A3%B8&_price=300000 HTTP/1.1" 200 385
0:0:0:0:0:0:0:1 - - [20/Oct/2025:18:43:28 +0900] "GET /server_test/project_real/Order.jsp?_id=R003&_name=%EC%8A%A4%EC%9C%84%ED%8A%B8%EB%A3%B8&_price=300000 HTTP/1.1" 200 591
0:0:0:0:0:0:0:1 - - [20/Oct/2025:18:43:30 +0900] "GET /server_test/project_real/Update.jsp?_id=R003&_name=%EC%8A%A4%EC%9C%84%ED%8A%B8%EB%A3%B8&_price=300000 HTTP/1.1" 200 437
0:0:0:0:0:0:0:1 - - [20/Oct/2025:18:53:12 +0900] "GET /server_test/project_real/Select.jsp HTTP/1.1" 200 718
0:0:0:0:0:0:0:1 - - [20/Oct/2025:18:53:51 +0900] "GET /server_test/project_real/Select.jsp HTTP/1.1" 200 718
